week,date,plant_id,range,genotype,organ,rank,tiller,variable,value,flag,unit,days_after_planting,gdd_cumulative_F_8655
6,2026-08-11,73-4,73,C,leaf,3.0,,leafZ,-150.0,,cm,71,1947.9499999999994
6,2026-08-11,73-4,73,C,leaf,3.0,,angle_from_vertical,63.0,,deg,71,1947.9499999999994
6,2026-08-11,73-4,73,C,leaf,4.0,,leafX,3.0,,cm,71,1947.9499999999994
6,2026-08-11,73-4,73,C,leaf,4.0,,leafY,-26.0,,cm,71,1947.9499999999994
6,2026-08-11,73-4,73,C,leaf,4.0,,leafZ,8.0,,cm,71,1947.9499999999994
6,2026-08-11,73-4,73,C,leaf,4.0,,angle_from_vertical,64.0,,deg,71,1947.9499999999994
6,2026-08-11,73-4,73,C,leaf,5.0,,leafX,-23.0,,cm,71,1947.9499999999994
6,2026-08-11,73-4,73,C,leaf,5.0,,leafY,-30.0,,cm,71,1947.9499999999994
6,2026-08-11,73-4,73,C,leaf,5.0,,leafZ,157.0,,cm,71,1947.9499999999994
6,2026-08-11,73-4,73,C,leaf,5.0,,angle_from_vertical,60.0,,deg,71,1947.9499999999994
6,2026-08-11,73-4,73,C,leaf,6.0,,leafX,8.0,,cm,71,1947.9499999999994
6,2026-08-11,73-4,73,C,leaf,6.0,,leafY,-34.0,,cm,71,1947.9499999999994
6,2026-08-11,73-4,73,C,leaf,6.0,,leafZ,150.0,,cm,71,1947.9499999999994
6,2026-08-11,73-4,73,C,leaf,6.0,,angle_from_vertical,56.0,,deg,71,1947.9499999999994
6,2026-08-11,73-4,73,C,leaf,7.0,,leafX,-5.0,,cm,71,1947.9499999999994
6,2026-08-11,73-4,73,C,leaf,7.0,,leafY,-39.0,,cm,71,1947.9499999999994
6,2026-08-11,73-4,73,C,leaf,7.0,,leafZ,-97.0,,cm,71,1947.9499999999994
6,2026-08-11,73-4,73,C,leaf,7.0,,angle_from_vertical,51.0,,deg,71,1947.9499999999994
6,2026-08-11,73-4,73,C,leaf,8.0,,leafX,6.0,,cm,71,1947.9499999999994
6,2026-08-11,73-4,73,C,leaf,8.0,,leafY,-33.0,,cm,71,1947.9499999999994
6,2026-08-11,73-4,73,C,leaf,8.0,,leafZ,122.0,,cm,71,1947.9499999999994
6,2026-08-11,73-4,73,C,leaf,8.0,,angle_from_vertical,57.0,,deg,71,1947.9499999999994
6,2026-08-11,73-4,73,C,leaf,9.0,,leafX,-9.0,,cm,71,1947.9499999999994
6,2026-08-11,73-4,73,C,leaf,9.0,,leafY,-40.0,,cm,71,1947.9499999999994
6,2026-08-11,73-4,73,C,leaf,9.0,,leafZ,165.0,,cm,71,1947.9499999999994
6,2026-08-11,73-4,73,C,leaf,9.0,,angle_from_vertical,50.0,,deg,71,1947.9499999999994
6,2026-08-11,73-4,73,C,leaf,10.0,,leafX,10.0,,cm,71,1947.9499999999994
6,2026-08-11,73-4,73,C,leaf,10.0,,leafY,-36.0,,cm,71,1947.9499999999994
6,2026-08-11,73-4,73,C,leaf,10.0,,leafZ,-5.0,,cm,71,1947.9499999999994
6,2026-08-11,73-4,73,C,leaf,10.0,,angle_from_vertical,54.0,,deg,71,1947.9499999999994
6,2026-08-11,73-4,73,C,leaf,11.0,,leafX,-18.0,,cm,71,1947.9499999999994
6,2026-08-11,73-4,73,C,leaf,11.0,,leafY,-27.0,,cm,71,1947.9499999999994
6,2026-08-11,73-4,73,C,leaf,11.0,,leafZ,168.0,,cm,71,1947.9499999999994
6,2026-08-11,73-4,73,C,leaf,11.0,,angle_from_vertical,63.0,,deg,71,1947.9499999999994
6,2026-08-11,73-4,73,C,leaf,12.0,,leafX,13.0,,cm,71,1947.9499999999994
6,2026-08-11,73-4,73,C,leaf,12.0,,leafY,-27.0,,cm,71,1947.9499999999994
6,2026-08-11,73-4,73,C,leaf,12.0,,leafZ,3.0,,cm,71,1947.9499999999994
6,2026-08-11,73-4,73,C,leaf,12.0,,angle_from_vertical,63.0,,deg,71,1947.9499999999994
6,2026-08-11,73-4,73,C,leaf,13.0,,leafX,-7.0,,cm,71,1947.9499999999994
6,2026-08-11,73-4,73,C,leaf,13.0,,leafY,-20.0,,cm,71,1947.9499999999994
6,2026-08-11,73-4,73,C,leaf,13.0,,leafZ,-28.0,,cm,71,1947.9499999999994
6,2026-08-11,73-4,73,C,leaf,13.0,,angle_from_vertical,70.0,,deg,71,1947.9499999999994
6,2026-08-11,73-4,73,C,leaf,14.0,,leafX,3.0,,cm,71,1947.9499999999994
6,2026-08-11,73-4,73,C,leaf,14.0,,leafY,21.0,,cm,71,1947.9499999999994
6,2026-08-11,73-4,73,C,leaf,14.0,,leafZ,15.0,,cm,71,1947.9499999999994
6,2026-08-11,73-4,73,C,leaf,14.0,,angle_from_vertical,69.0,,deg,71,1947.9499999999994
6,2026-08-11,73-4,73,C,leaf,15.0,,leafX,17.0,,cm,71,1947.9499999999994
6,2026-08-11,73-4,73,C,leaf,15.0,,leafY,-36.0,,cm,71,1947.9499999999994
6,2026-08-11,73-4,73,C,leaf,15.0,,leafZ,176.0,,cm,71,1947.9499999999994
6,2026-08-11,73-4,73,C,leaf,15.0,,angle_from_vertical,54.0,,deg,71,1947.9499999999994
6,2026-08-11,73-4,73,C,leaf,16.0,,leafX,-12.0,,cm,71,1947.9499999999994
6,2026-08-11,73-4,73,C,leaf,16.0,,leafY,-20.0,,cm,71,1947.9499999999994
6,2026-08-11,73-4,73,C,leaf,16.0,,leafZ,85.0,,cm,71,1947.9499999999994
6,2026-08-11,73-4,73,C,leaf,16.0,,angle_from_vertical,70.0,,deg,71,1947.9499999999994
6,2026-08-11,73-4,73,C,leaf,17.0,,leafX,4.0,,cm,71,1947.9499999999994
6,2026-08-11,73-4,73,C,leaf,17.0,,leafY,-11.0,,cm,71,1947.9499999999994
6,2026-08-11,73-4,73,C,leaf,17.0,,leafZ,135.0,,cm,71,1947.9499999999994
6,2026-08-11,73-4,73,C,leaf,17.0,,angle_from_vertical,79.0,,deg,71,1947.9499999999994
6,2026-08-11,73-5,73,C,leaf,1.0,,leafX,-5.0,,cm,71,1947.9499999999994
6,2026-08-11,73-5,73,C,leaf,1.0,,leafY,-35.0,,cm,71,1947.9499999999994
6,2026-08-11,73-5,73,C,leaf,1.0,,leafZ,-157.0,,cm,71,1947.9499999999994
6,2026-08-11,73-5,73,C,leaf,1.0,,angle_from_vertical,55.0,,deg,71,1947.9499999999994
6,2026-08-11,73-5,73,C,leaf,2.0,,leafX,2.0,,cm,71,1947.9499999999994
6,2026-08-11,73-5,73,C,leaf,2.0,,leafY,-34.0,,cm,71,1947.9499999999994
6,2026-08-11,73-5,73,C,leaf,2.0,,leafZ,11.0,,cm,71,1947.9499999999994
6,2026-08-11,73-5,73,C,leaf,2.0,,angle_from_vertical,56.0,,deg,71,1947.9499999999994
6,2026-08-11,73-5,73,C,leaf,3.0,,leafX,1.0,,cm,71,1947.9499999999994
6,2026-08-11,73-5,73,C,leaf,3.0,,leafY,-29.0,,cm,71,1947.9499999999994
6,2026-08-11,73-5,73,C,leaf,3.0,,leafZ,145.0,,cm,71,1947.9499999999994
6,2026-08-11,73-5,73,C,leaf,3.0,,angle_from_vertical,61.0,,deg,71,1947.9499999999994
6,2026-08-11,73-5,73,C,leaf,4.0,,leafX,2.0,,cm,71,1947.9499999999994
6,2026-08-11,73-5,73,C,leaf,4.0,,leafY,-22.0,,cm,71,1947.9499999999994
6,2026-08-11,73-5,73,C,leaf,4.0,,leafZ,6.0,,cm,71,1947.9499999999994
6,2026-08-11,73-5,73,C,leaf,4.0,,angle_from_vertical,68.0,,deg,71,1947.9499999999994
6,2026-08-11,73-5,73,C,leaf,5.0,,leafX,-6.0,,cm,71,1947.9499999999994
6,2026-08-11,73-5,73,C,leaf,5.0,,leafY,-30.0,,cm,71,1947.9499999999994
6,2026-08-11,73-5,73,C,leaf,5.0,,leafZ,141.0,,cm,71,1947.9499999999994
6,2026-08-11,73-5,73,C,leaf,5.0,,angle_from_vertical,60.0,,deg,71,1947.9499999999994
6,2026-08-11,73-5,73,C,leaf,6.0,,leafX,7.0,,cm,71,1947.9499999999994
6,2026-08-11,73-5,73,C,leaf,6.0,,leafY,-36.0,,cm,71,1947.9499999999994
6,2026-08-11,73-5,73,C,leaf,6.0,,leafZ,-29.0,,cm,71,1947.9499999999994
6,2026-08-11,73-5,73,C,leaf,6.0,,angle_from_vertical,54.0,,deg,71,1947.9499999999994
6,2026-08-11,73-5,73,C,leaf,7.0,,leafX,-5.0,,cm,71,1947.9499999999994
6,2026-08-11,73-5,73,C,leaf,7.0,,leafY,-33.0,,cm,71,1947.9499999999994
6,2026-08-11,73-5,73,C,leaf,7.0,,leafZ,140.0,,cm,71,1947.9499999999994
6,2026-08-11,73-5,73,C,leaf,7.0,,angle_from_vertical,57.0,,deg,71,1947.9499999999994
6,2026-08-11,73-5,73,C,leaf,8.0,,leafX,2.0,,cm,71,1947.9499999999994
6,2026-08-11,73-5,73,C,leaf,8.0,,leafY,-30.0,,cm,71,1947.9499999999994
6,2026-08-11,73-5,73,C,leaf,8.0,,leafZ,-5.0,,cm,71,1947.9499999999994
6,2026-08-11,73-5,73,C,leaf,8.0,,angle_from_vertical,60.0,,deg,71,1947.9499999999994
6,2026-08-11,73-5,73,C,leaf,9.0,,leafX,-2.0,,cm,71,1947.9499999999994
6,2026-08-11,73-5,73,C,leaf,9.0,,leafY,-37.0,,cm,71,1947.9499999999994
6,2026-08-11,73-5,73,C,leaf,9.0,,leafZ,-143.0,,cm,71,1947.9499999999994
6,2026-08-11,73-5,73,C,leaf,9.0,,angle_from_vertical,53.0,,deg,71,1947.9499999999994
6,2026-08-11,73-5,73,C,leaf,10.0,,leafX,12.0,,cm,71,1947.9499999999994
6,2026-08-11,73-5,73,C,leaf,10.0,,leafY,-34.0,,cm,71,1947.9499999999994
6,2026-08-11,73-5,73,C,leaf,10.0,,leafZ,-3.0,,cm,71,1947.9499999999994
6,2026-08-11,73-5,73,C,leaf,10.0,,angle_from_vertical,56.0,,deg,71,1947.9499999999994
6,2026-08-11,73-5,73,C,leaf,11.0,,leafX,-7.0,,cm,71,1947.9499999999994
6,2026-08-11,73-5,73,C,leaf,11.0,,leafY,-36.0,,cm,71,1947.9499999999994
6,2026-08-11,73-5,73,C,leaf,11.0,,leafZ,-125.0,,cm,71,1947.9499999999994
6,2026-08-11,73-5,73,C,leaf,11.0,,angle_from_vertical,54.0,,deg,71,1947.9499999999994
6,2026-08-11,73-5,73,C,leaf,12.0,,leafX,18.0,,cm,71,1947.9499999999994
6,2026-08-11,73-5,73,C,leaf,12.0,,leafY,-2.0,,cm,71,1947.9499999999994
6,2026-08-11,73-5,73,C,leaf,12.0,,leafZ,80.0,,cm,71,1947.9499999999994
6,2026-08-11,73-5,73,C,leaf,12.0,,angle_from_vertical,88.0,,deg,71,1947.9499999999994
6,2026-08-11,73-5,73,C,leaf,13.0,,leafX,-2.0,,cm,71,1947.9499999999994
6,2026-08-11,73-5,73,C,leaf,13.0,,leafY,-5.0,,cm,71,1947.9499999999994
6,2026-08-11,73-5,73,C,leaf,13.0,,leafZ,160.0,,cm,71,1947.9499999999994
6,2026-08-11,73-5,73,C,leaf,13.0,,angle_from_vertical,85.0,,deg,71,1947.9499999999994
6,2026-08-11,73-5,73,C,leaf,14.0,,leafX,-11.0,,cm,71,1947.9499999999994
6,2026-08-11,73-5,73,C,leaf,14.0,,leafY,-16.0,,cm,71,1947.9499999999994
6,2026-08-11,73-5,73,C,leaf,14.0,,leafZ,-89.0,,cm,71,1947.9499999999994
6,2026-08-11,73-5,73,C,leaf,14.0,,angle_from_vertical,74.0,,deg,71,1947.9499999999994
6,2026-08-11,73-5,73,C,leaf,15.0,,leafX,-10.0,,cm,71,1947.9499999999994
6,2026-08-11,73-5,73,C,leaf,15.0,,leafY,-2.0,,cm,71,1947.9499999999994
6,2026-08-11,73-5,73,C,leaf,15.0,,leafZ,-96.0,,cm,71,1947.9499999999994
6,2026-08-11,73-5,73,C,leaf,15.0,,angle_from_vertical,88.0,,deg,71,1947.9499999999994
6,2026-08-11,73-5,73,C,leaf,16.0,,leafX,2.0,,cm,71,1947.9499999999994
6,2026-08-11,73-5,73,C,leaf,16.0,,leafY,-10.0,,cm,71,1947.9499999999994
6,2026-08-11,73-5,73,C,leaf,16.0,,leafZ,-77.0,,cm,71,1947.9499999999994
6,2026-08-11,73-5,73,C,leaf,16.0,,angle_from_vertical,80.0,,deg,71,1947.9499999999994
6,2026-08-11,75-1,75,A,plant,,,tiller_number,2,,count,71,1947.9499999999994
6,2026-08-11,75-2,75,A,plant,,,tiller_number,3,,count,71,1947.9499999999994
6,2026-08-11,75-3,75,A,plant,,,tiller_number,4,,count,71,1947.9499999999994
6,2026-08-11,75-4,75,A,plant,,,tiller_number,2,,count,71,1947.9499999999994
6,2026-08-11,75-5,75,A,plant,,,tiller_number,3,,count,71,1947.9499999999994
6,2026-08-11,74-1,74,B,plant,,,tiller_number,3,,count,71,1947.9499999999994
6,2026-08-11,74-2,74,B,plant,,,tiller_number,2,,count,71,1947.9499999999994
6,2026-08-11,74-3,74,B,plant,,,tiller_number,0,,count,71,1947.9499999999994
6,2026-08-11,74-4,74,B,plant,,,tiller_number,4,,count,71,1947.9499999999994
6,2026-08-11,74-5,74,B,plant,,,tiller_number,2,,count,71,1947.9499999999994
6,2026-08-11,73-1,73,C,plant,,,tiller_number,1,,count,71,1947.9499999999994
6,2026-08-11,73-2,73,C,plant,,,tiller_number,0,,count,71,1947.9499999999994
6,2026-08-11,73-3,73,C,plant,,,tiller_number,2,,count,71,1947.9499999999994
6,2026-08-11,73-4,73,C,plant,,,tiller_number,2,,count,71,1947.9499999999994
6,2026-08-11,73-5,73,C,plant,,,tiller_number,4,,count,71,1947.9499999999994
6,2026-08-11,75-1,75,A,tiller,,1.0,num_leaves,7.0,,count,71,1947.9499999999994
6,2026-08-11,75-1,75,A,tiller,,1.0,tiller_y_angle,-60.0,,deg,71,1947.9499999999994
6,2026-08-11,75-1,75,A,tiller,,2.0,num_leaves,1.0,,count,71,1947.9499999999994
6,2026-08-11,75-1,75,A,tiller,,2.0,tiller_y_angle,-77.0,,deg,71,1947.9499999999994
6,2026-08-11,75-2,75,A,tiller,,2.0,num_leaves,11.0,,count,71,1947.9499999999994
6,2026-08-11,75-2,75,A,tiller,,2.0,tiller_y_angle,-80.0,,deg,71,1947.9499999999994
6,2026-08-11,75-2,75,A,tiller,,3.0,num_leaves,10.0,,count,71,1947.9499999999994
6,2026-08-11,75-2,75,A,tiller,,3.0,tiller_y_angle,-85.0,,deg,71,1947.9499999999994
6,2026-08-11,75-3,75,A,tiller,,2.0,num_leaves,5.0,,count,71,1947.9499999999994
6,2026-08-11,75-3,75,A,tiller,,2.0,tiller_y_angle,-75.0,,deg,71,1947.9499999999994
6,2026-08-11,75-3,75,A,tiller,,3.0,num_leaves,12.0,,count,71,1947.9499999999994
6,2026-08-11,75-3,75,A,tiller,,3.0,tiller_y_angle,-74.0,,deg,71,1947.9499999999994
6,2026-08-11,75-3,75,A,tiller,,4.0,num_leaves,11.0,,count,71,1947.9499999999994
6,2026-08-11,75-3,75,A,tiller,,4.0,tiller_y_angle,-86.0,,deg,71,1947.9499999999994
6,2026-08-11,75-4,75,A,tiller,,1.0,num_leaves,13.0,,count,71,1947.9499999999994
6,2026-08-11,75-4,75,A,tiller,,1.0,tiller_y_angle,-79.0,,deg,71,1947.9499999999994
6,2026-08-11,75-4,75,A,tiller,,2.0,num_leaves,4.0,,count,71,1947.9499999999994
6,2026-08-11,75-4,75,A,tiller,,2.0,tiller_y_angle,-80.0,,deg,71,1947.9499999999994
6,2026-08-11,75-5,75,A,tiller,,1.0,num_leaves,16.0,,count,71,1947.9499999999994
6,2026-08-11,75-5,75,A,tiller,,1.0,tiller_y_angle,-73.0,,deg,71,1947.9499999999994
6,2026-08-11,75-5,75,A,tiller,,2.0,num_leaves,13.0,,count,71,1947.9499999999994
6,2026-08-11,75-5,75,A,tiller,,2.0,tiller_y_angle,-78.0,,deg,71,1947.9499999999994
6,2026-08-11,75-5,75,A,tiller,,3.0,num_leaves,15.0,,count,71,1947.9499999999994
6,2026-08-11,75-5,75,A,tiller,,3.0,tiller_y_angle,-81.0,,deg,71,1947.9499999999994
6,2026-08-11,74-1,74,B,tiller,,1.0,num_leaves,2.0,,count,71,1947.9499999999994
6,2026-08-11,74-1,74,B,tiller,,1.0,tiller_y_angle,-50.0,,deg,71,1947.9499999999994
6,2026-08-11,74-1,74,B,tiller,,2.0,num_leaves,12.0,,count,71,1947.9499999999994
6,2026-08-11,74-1,74,B,tiller,,2.0,tiller_y_angle,-86.0,,deg,71,1947.9499999999994
6,2026-08-11,74-1,74,B,tiller,,3.0,num_leaves,5.0,,count,71,1947.9499999999994
6,2026-08-11,74-1,74,B,tiller,,3.0,tiller_y_angle,-83.0,,deg,71,1947.9499999999994
6,2026-08-11,74-2,74,B,tiller,,1.0,num_leaves,13.0,,count,71,1947.9499999999994
6,2026-08-11,74-2,74,B,tiller,,1.0,tiller_y_angle,-85.0,,deg,71,1947.9499999999994
6,2026-08-11,74-2,74,B,tiller,,2.0,num_leaves,12.0,,count,71,1947.9499999999994
6,2026-08-11,74-2,74,B,tiller,,2.0,tiller_y_angle,-87.0,,deg,71,1947.9499999999994
6,2026-08-11,74-4,74,B,tiller,,1.0,num_leaves,11.0,,count,71,1947.9499999999994
6,2026-08-11,74-4,74,B,tiller,,1.0,tiller_y_angle,-85.0,,deg,71,1947.9499999999994
6,2026-08-11,74-4,74,B,tiller,,2.0,num_leaves,11.0,,count,71,1947.9499999999994
6,2026-08-11,74-4,74,B,tiller,,2.0,tiller_y_angle,-86.0,,deg,71,1947.9499999999994
6,2026-08-11,74-4,74,B,tiller,,3.0,num_leaves,4.0,,count,71,1947.9499999999994
6,2026-08-11,74-4,74,B,tiller,,3.0,tiller_y_angle,-83.0,,deg,71,1947.9499999999994
6,2026-08-11,74-4,74,B,tiller,,4.0,num_leaves,12.0,,count,71,1947.9499999999994
6,2026-08-11,74-4,74,B,tiller,,4.0,tiller_y_angle,-86.0,,deg,71,1947.9499999999994
6,2026-08-11,74-5,74,B,tiller,,1.0,num_leaves,6.0,,count,71,1947.9499999999994
6,2026-08-11,74-5,74,B,tiller,,1.0,tiller_y_angle,-76.0,,deg,71,1947.9499999999994
6,2026-08-11,73-1,73,C,tiller,,1.0,num_leaves,14.0,,count,71,1947.9499999999994
6,2026-08-11,73-1,73,C,tiller,,1.0,tiller_y_angle,-73.0,,deg,71,1947.9499999999994
6,2026-08-11,73-3,73,C,tiller,,1.0,num_leaves,14.0,,count,71,1947.9499999999994
6,2026-08-11,73-3,73,C,tiller,,1.0,tiller_y_angle,-77.0,,deg,71,1947.9499999999994
6,2026-08-11,73-3,73,C,tiller,,2.0,num_leaves,14.0,,count,71,1947.9499999999994
6,2026-08-11,73-3,73,C,tiller,,2.0,tiller_y_angle,-80.0,,deg,71,1947.9499999999994
6,2026-08-11,73-4,73,C,tiller,,1.0,num_leaves,3.0,,count,71,1947.9499999999994
6,2026-08-11,73-4,73,C,tiller,,1.0,tiller_y_angle,-73.0,,deg,71,1947.9499999999994
6,2026-08-11,73-4,73,C,tiller,,2.0,num_leaves,8.0,,count,71,1947.9499999999994
6,2026-08-11,73-4,73,C,tiller,,2.0,tiller_y_angle,-65.0,,deg,71,1947.9499999999994
6,2026-08-11,73-5,73,C,tiller,,1.0,num_leaves,14.0,,count,71,1947.9499999999994
6,2026-08-11,73-5,73,C,tiller,,1.0,tiller_y_angle,-72.0,,deg,71,1947.9499999999994
6,2026-08-11,73-5,73,C,tiller,,2.0,num_leaves,4.0,,count,71,1947.9499999999994
6,2026-08-11,73-5,73,C,tiller,,2.0,tiller_y_angle,-75.0,,deg,71,1947.9499999999994
6,2026-08-11,73-5,73,C,tiller,,3.0,num_leaves,15.0,,count,71,1947.9499999999994
6,2026-08-11,73-5,73,C,tiller,,3.0,tiller_y_angle,-72.0,,deg,71,1947.9499999999994
6,2026-08-11,73-5,73,C,tiller,,4.0,num_leaves,16.0,,count,71,1947.9499999999994
6,2026-08-11,73-5,73,C,tiller,,4.0,tiller_y_angle,-78.0,,deg,71,1947.9499999999994
6,2026-08-11,75-1,75,A,plant,,,height_cm,152,,cm,71,1947.9499999999994
6,2026-08-11,75-1,75,A,plant,,,panicle_emerged,False,,,71,1947.9499999999994
6,2026-08-11,75-2,75,A,plant,,,height_cm,155,,cm,71,1947.9499999999994
6,2026-08-11,75-2,75,A,plant,,,panicle_emerged,False,,,71,1947.9499999999994
6,2026-08-11,75-3,75,A,plant,,,height_cm,130,,cm,71,1947.9499999999994
6,2026-08-11,75-3,75,A,plant,,,panicle_emerged,False,,,71,1947.9499999999994
6,2026-08-11,75-4,75,A,plant,,,height_cm,134,,cm,71,1947.9499999999994
6,2026-08-11,75-4,75,A,plant,,,panicle_emerged,False,,,71,1947.9499999999994
6,2026-08-11,75-5,75,A,plant,,,height_cm,130,,cm,71,1947.9499999999994
6,2026-08-11,75-5,75,A,plant,,,panicle_emerged,False,,,71,1947.9499999999994
6,2026-08-11,74-1,74,B,plant,,,height_cm,230,,cm,71,1947.9499999999994
6,2026-08-11,74-1,74,B,plant,,,panicle_emerged,False,,,71,1947.9499999999994
6,2026-08-11,74-2,74,B,plant,,,height_cm,217,,cm,71,1947.9499999999994
6,2026-08-11,74-2,74,B,plant,,,panicle_emerged,False,,,71,1947.9499999999994
6,2026-08-11,74-3,74,B,plant,,,height_cm,213,,cm,71,1947.9499999999994
6,2026-08-11,74-3,74,B,plant,,,panicle_emerged,False,,,71,1947.9499999999994
6,2026-08-11,74-4,74,B,plant,,,height_cm,220,,cm,71,1947.9499999999994
6,2026-08-11,74-4,74,B,plant,,,panicle_emerged,False,,,71,1947.9499999999994
6,2026-08-11,74-5,74,B,plant,,,height_cm,215,,cm,71,1947.9499999999994
6,2026-08-11,74-5,74,B,plant,,,panicle_emerged,False,,,71,1947.9499999999994
6,2026-08-11,73-1,73,C,plant,,,height_cm,229,,cm,71,1947.9499999999994
6,2026-08-11,73-1,73,C,plant,,,panicle_emerged,True,,,71,1947.9499999999994
6,2026-08-11,73-1,73,C,plant,,,panicle_len_cm,21.0,,cm,71,1947.9499999999994
6,2026-08-11,73-1,73,C,plant,,,panicle_wid_cm,8.0,,cm,71,1947.9499999999994
6,2026-08-11,73-2,73,C,plant,,,height_cm,231,,cm,71,1947.9499999999994
6,2026-08-11,73-2,73,C,plant,,,panicle_emerged,True,,,71,1947.9499999999994
6,2026-08-11,73-2,73,C,plant,,,panicle_len_cm,18.0,,cm,71,1947.9499999999994
6,2026-08-11,73-2,73,C,plant,,,panicle_wid_cm,4.0,,cm,71,1947.9499999999994
6,2026-08-11,73-3,73,C,plant,,,height_cm,228,,cm,71,1947.9499999999994
6,2026-08-11,73-3,73,C,plant,,,panicle_emerged,True,,,71,1947.9499999999994
6,2026-08-11,73-3,73,C,plant,,,panicle_len_cm,21.5,,cm,71,1947.9499999999994
6,2026-08-11,73-3,73,C,plant,,,panicle_wid_cm,8.0,,cm,71,1947.9499999999994
6,2026-08-11,73-4,73,C,plant,,,height_cm,215,,cm,71,1947.9499999999994
6,2026-08-11,73-4,73,C,plant,,,panicle_emerged,True,,,71,1947.9499999999994
6,2026-08-11,73-4,73,C,plant,,,panicle_len_cm,19.0,,cm,71,1947.9499999999994
6,2026-08-11,73-4,73,C,plant,,,panicle_wid_cm,7.0,,cm,71,1947.9499999999994
6,2026-08-11,73-5,73,C,plant,,,height_cm,207,,cm,71,1947.9499999999994
6,2026-08-11,73-5,73,C,plant,,,panicle_emerged,True,,,71,1947.9499999999994
6,2026-08-11,73-5,73,C,plant,,,panicle_len_cm,21.0,,cm,71,1947.9499999999994
6,2026-08-11,73-5,73,C,plant,,,panicle_wid_cm,7.0,,cm,71,1947.9499999999994
7,2026-08-18,73-5,73,C,internode,1.0,,seg_length_cm,19.0,,cm,78,2133.5999999999995
7,2026-08-18,73-5,73,C,internode,1.0,,dia_sheath_mm,20.0,,mm,78,2133.5999999999995
7,2026-08-18,73-5,73,C,internode,1.0,,dia_perp_mm,18.0,,mm,78,2133.5999999999995
7,2026-08-18,73-5,73,C,internode,2.0,,seg_length_cm,8.0,,cm,78,2133.5999999999995
7,2026-08-18,73-5,73,C,internode,2.0,,dia_sheath_mm,22.0,,mm,78,2133.5999999999995
7,2026-08-18,73-5,73,C,internode,2.0,,dia_perp_mm,20.0,,mm,78,2133.5999999999995
7,2026-08-18,73-5,73,C,internode,3.0,,seg_length_cm,12.5,,cm,78,2133.5999999999995
7,2026-08-18,73-5,73,C,internode,3.0,,dia_sheath_mm,18.0,,mm,78,2133.5999999999995
7,2026-08-18,73-5,73,C,internode,3.0,,dia_perp_mm,23.0,,mm,78,2133.5999999999995
7,2026-08-18,73-5,73,C,internode,4.0,,seg_length_cm,15.0,,cm,78,2133.5999999999995
7,2026-08-18,73-5,73,C,internode,4.0,,dia_sheath_mm,18.0,,mm,78,2133.5999999999995
7,2026-08-18,73-5,73,C,internode,4.0,,dia_perp_mm,17.0,,mm,78,2133.5999999999995
7,2026-08-18,73-5,73,C,internode,5.0,,seg_length_cm,17.0,,cm,78,2133.5999999999995
7,2026-08-18,73-5,73,C,internode,5.0,,dia_sheath_mm,18.0,,mm,78,2133.5999999999995
7,2026-08-18,73-5,73,C,internode,5.0,,dia_perp_mm,16.0,,mm,78,2133.5999999999995
7,2026-08-18,73-5,73,C,internode,6.0,,seg_length_cm,15.5,,cm,78,2133.5999999999995
7,2026-08-18,73-5,73,C,internode,6.0,,dia_sheath_mm,19.0,,mm,78,2133.5999999999995
7,2026-08-18,73-5,73,C,internode,6.0,,dia_perp_mm,17.0,,mm,78,2133.5999999999995
7,2026-08-18,73-5,73,C,internode,7.0,,seg_length_cm,14.5,,cm,78,2133.5999999999995
7,2026-08-18,73-5,73,C,internode,7.0,,dia_sheath_mm,21.0,,mm,78,2133.5999999999995
7,2026-08-18,73-5,73,C,internode,7.0,,dia_perp_mm,19.0,,mm,78,2133.5999999999995
7,2026-08-18,73-5,73,C,internode,8.0,,seg_length_cm,11.0,,cm,78,2133.5999999999995
7,2026-08-18,73-5,73,C,internode,8.0,,dia_sheath_mm,21.0,,mm,78,2133.5999999999995
7,2026-08-18,73-5,73,C,internode,8.0,,dia_perp_mm,20.0,,mm,78,2133.5999999999995
7,2026-08-18,73-5,73,C,internode,9.0,,seg_length_cm,11.5,,cm,78,2133.5999999999995
7,2026-08-18,73-5,73,C,internode,9.0,,dia_sheath_mm,19.0,,mm,78,2133.5999999999995
7,2026-08-18,73-5,73,C,internode,9.0,,dia_perp_mm,17.0,,mm,78,2133.5999999999995
7,2026-08-18,73-5,73,C,internode,10.0,,seg_length_cm,12.0,,cm,78,2133.5999999999995
7,2026-08-18,73-5,73,C,internode,10.0,,dia_sheath_mm,21.0,,mm,78,2133.5999999999995
7,2026-08-18,73-5,73,C,internode,10.0,,dia_perp_mm,16.0,,mm,78,2133.5999999999995
7,2026-08-18,73-5,73,C,internode,11.0,,seg_length_cm,9.5,,cm,78,2133.5999999999995
7,2026-08-18,73-5,73,C,internode,11.0,,dia_sheath_mm,9.5,,mm,78,2133.5999999999995
7,2026-08-18,73-5,73,C,internode,11.0,,dia_perp_mm,17.0,,mm,78,2133.5999999999995
7,2026-08-18,73-5,73,C,internode,12.0,,seg_length_cm,11.5,,cm,78,2133.5999999999995
7,2026-08-18,73-5,73,C,internode,12.0,,dia_sheath_mm,11.5,,mm,78,2133.5999999999995
7,2026-08-18,73-5,73,C,internode,12.0,,dia_perp_mm,17.0,,mm,78,2133.5999999999995
7,2026-08-18,73-5,73,C,internode,13.0,,seg_length_cm,11.0,,cm,78,2133.5999999999995
